particle,t,xpos,ypos
582,0,7.5,2.5
582,2,7.5,2.5
583,0,7.5,2.5
583,2,7.5,2.5
584,0,7.5,2.5
584,2,7.5,2.5
585,0,7.5,2.5
585,2,7.5,2.5
586,0,7.5,2.5
586,2,7.5,2.5
587,0,7.5,2.5
587,2,7.5,2.5
588,0,7.5,2.5
588,2,7.5,2.5
589,0,7.5,2.5
589,2,7.5,2.5
590,0,7.5,2.5
590,2,7.5,2.5
591,0,7.5,2.5
591,2,7.5,2.5
592,0,7.5,2.5
592,2,7.5,2.5
593,0,7.5,2.5
593,2,7.5,2.5
594,0,7.5,2.5
594,2,7.5,2.5
595,0,7.5,2.5
595,2,7.5,2.5
596,0,7.5,2.5
596,2,8.5,2.5
597,0,7.5,2.5
597,2,8.5,2.5
598,0,7.5,2.5
598,2,8.5,2.5
599,0,7.5,2.5
599,2,8.5,2.5
600,0,8.5,2.5
600,2,8.5,2.5
601,0,8.5,2.5
601,2,8.5,2.5
602,0,8.5,2.5
602,2,8.5,2.5
603,0,8.5,2.5
603,2,8.5,2.5
604,0,8.5,2.5
604,2,8.5,2.5
605,0,8.5,2.5
605,2,8.5,2.5
606,0,8.5,2.5
606,2,8.5,2.5
607,0,8.5,2.5
607,2,8.5,2.5
608,0,8.5,2.5
608,2,8.5,2.5
609,0,8.5,2.5
609,2,8.5,2.5
610,0,8.5,2.5
610,2,8.5,2.5
611,0,8.5,2.5
611,2,8.5,2.5
612,0,8.5,2.5
612,2,8.5,2.5
613,0,8.5,2.5
613,2,8.5,2.5
614,0,8.5,2.5
614,2,8.5,2.5
615,0,8.5,2.5
615,2,8.5,2.5
616,0,8.5,2.5
616,2,9.5,2.5
617,0,8.5,2.5
617,2,9.5,2.5
618,0,8.5,2.5
618,2,9.5,2.5
619,0,8.5,2.5
619,2,9.5,2.5
620,0,9.5,2.5
620,2,9.5,2.5
621,0,9.5,2.5
621,2,9.5,2.5
622,0,9.5,2.5
622,2,9.5,2.5
623,0,9.5,2.5
623,2,9.5,2.5
624,0,9.5,2.5
624,2,9.5,2.5
625,0,9.5,2.5
625,2,9.5,2.5
626,0,9.5,2.5
626,2,9.5,2.5
627,0,9.5,2.5
627,2,9.5,2.5
628,0,9.5,2.5
628,2,9.5,2.5
629,0,9.5,2.5
629,2,9.5,2.5
630,0,9.5,2.5
630,2,9.5,2.5
631,0,9.5,2.5
631,2,9.5,2.5
632,0,9.5,2.5
632,2,9.5,2.5
633,0,9.5,2.5
633,2,9.5,2.5
634,0,9.5,2.5
634,2,9.5,2.5
635,0,9.5,2.5
635,2,9.5,2.5
636,0,9.5,2.5
636,2,10.5,2.5
637,0,9.5,2.5
637,2,10.5,2.5
638,0,9.5,2.5
638,2,10.5,2.5
639,0,9.5,2.5
639,2,10.5,2.5
640,0,10.5,2.5
640,2,10.5,2.5
641,0,10.5,2.5
641,2,10.5,2.5
642,0,10.5,2.5
642,2,10.5,2.5
643,0,10.5,2.5
643,2,10.5,2.5
644,0,10.5,2.5
644,2,10.5,2.5
645,0,10.5,2.5
645,2,10.5,2.5
646,0,10.5,2.5
646,2,10.5,2.5
647,0,10.5,2.5
647,2,10.5,2.5
648,0,10.5,2.5
648,2,10.5,2.5
649,0,10.5,2.5
649,2,10.5,2.5
650,0,10.5,2.5
650,2,10.5,2.5
651,0,10.5,2.5
651,2,10.5,2.5
652,0,10.5,2.5
652,2,10.5,2.5
653,0,10.5,2.5
653,2,10.5,2.5
654,0,10.5,2.5
654,2,10.5,2.5
655,0,10.5,2.5
655,2,10.5,2.5
656,0,10.5,2.5
656,2,9.5,2.5
657,0,10.5,2.5
657,2,9.5,2.5
658,0,10.5,2.5
658,2,9.5,2.5
659,0,10.5,2.5
659,2,9.5,2.5
660,0,0.5,3.5
660,2,0.5,3.5
661,0,0.5,3.5
661,2,0.5,3.5
662,0,0.5,3.5
662,2,0.5,3.5
663,0,0.5,3.5
663,2,0.5,3.5
664,0,0.5,3.5
664,2,0.5,3.5
665,0,0.5,3.5
665,2,0.5,3.5
666,0,0.5,3.5
666,2,0.5,3.5
667,0,0.5,3.5
667,2,0.5,3.5
668,0,0.5,3.5
668,2,0.5,3.5
669,0,0.5,3.5
669,2,0.5,3.5
670,0,0.5,3.5
670,2,0.5,3.5
671,0,0.5,3.5
671,2,0.5,3.5
672,0,0.5,3.5
672,2,1.5,3.5
673,0,0.5,3.5
673,2,1.5,3.5
674,0,0.5,3.5
674,2,1.5,3.5
675,0,0.5,3.5
675,2,1.5,3.5
676,0,0.5,3.5
676,2,1.5,3.5
677,0,0.5,3.5
677,2,1.5,3.5
678,0,0.5,3.5
678,2,1.5,3.5
679,0,0.5,3.5
679,2,1.5,3.5
680,0,1.5,3.5
680,2,1.5,3.5
681,0,1.5,3.5
681,2,1.5,3.5
682,0,1.5,3.5
682,2,1.5,3.5
683,0,1.5,3.5
683,2,1.5,3.5
684,0,1.5,3.5
684,2,1.5,3.5
685,0,1.5,3.5
685,2,1.5,3.5
686,0,1.5,3.5
686,2,1.5,3.5
687,0,1.5,3.5
687,2,1.5,3.5
688,0,1.5,3.5
688,2,1.5,3.5
689,0,1.5,3.5
689,2,1.5,3.5
690,0,1.5,3.5
690,2,1.5,3.5
691,0,1.5,3.5
691,2,1.5,3.5
692,0,1.5,3.5
692,2,2.5,3.5
693,0,1.5,3.5
693,2,2.5,3.5
694,0,1.5,3.5
694,2,2.5,3.5
695,0,1.5,3.5
695,2,2.5,3.5
696,0,1.5,3.5
696,2,2.5,3.5
697,0,1.5,3.5
697,2,2.5,3.5
698,0,1.5,3.5
698,2,2.5,3.5
699,0,1.5,3.5
699,2,2.5,3.5
700,0,2.5,3.5
700,2,2.5,3.5
701,0,2.5,3.5
701,2,2.5,3.5
702,0,2.5,3.5
702,2,2.5,3.5
703,0,2.5,3.5
703,2,2.5,3.5
704,0,2.5,3.5
704,2,2.5,3.5
705,0,2.5,3.5
705,2,2.5,3.5
706,0,2.5,3.5
706,2,2.5,3.5
707,0,2.5,3.5
707,2,2.5,3.5
708,0,2.5,3.5
708,2,2.5,3.5
709,0,2.5,3.5
709,2,2.5,3.5
710,0,2.5,3.5
710,2,2.5,3.5
711,0,2.5,3.5
711,2,2.5,3.5
712,0,2.5,3.5
712,2,3.5,3.5
713,0,2.5,3.5
713,2,3.5,3.5
714,0,2.5,3.5
714,2,3.5,3.5
715,0,2.5,3.5
715,2,3.5,3.5
716,0,2.5,3.5
716,2,3.5,3.5
717,0,2.5,3.5
717,2,3.5,3.5
718,0,2.5,3.5
718,2,3.5,3.5
719,0,2.5,3.5
719,2,3.5,3.5
720,0,3.5,3.5
720,2,3.5,3.5
721,0,3.5,3.5
721,2,3.5,3.5
722,0,3.5,3.5
722,2,3.5,3.5
723,0,3.5,3.5
723,2,3.5,3.5
724,0,3.5,3.5
724,2,3.5,3.5
725,0,3.5,3.5
725,2,3.5,3.5
726,0,3.5,3.5
726,2,3.5,3.5
727,0,3.5,3.5
727,2,3.5,3.5
728,0,3.5,3.5
728,2,3.5,3.5
729,0,3.5,3.5
729,2,3.5,3.5
730,0,3.5,3.5
730,2,3.5,3.5
731,0,3.5,3.5
731,2,3.5,3.5
732,0,3.5,3.5
732,2,4.5,3.5
733,0,3.5,3.5
733,2,4.5,3.5
734,0,3.5,3.5
734,2,4.5,3.5
735,0,3.5,3.5
735,2,4.5,3.5
736,0,3.5,3.5
736,2,4.5,3.5
737,0,3.5,3.5
737,2,4.5,3.5
738,0,3.5,3.5
738,2,4.5,3.5
739,0,3.5,3.5
739,2,4.5,3.5
740,0,4.5,3.5
740,2,4.5,3.5
741,0,4.5,3.5
741,2,4.5,3.5
742,0,4.5,3.5
742,2,4.5,3.5
743,0,4.5,3.5
743,2,4.5,3.5
744,0,4.5,3.5
744,2,4.5,3.5
745,0,4.5,3.5
745,2,4.5,3.5
746,0,4.5,3.5
746,2,4.5,3.5
747,0,4.5,3.5
747,2,4.5,3.5
748,0,4.5,3.5
748,2,4.5,3.5
749,0,4.5,3.5
749,2,4.5,3.5
750,0,4.5,3.5
750,2,4.5,3.5
751,0,4.5,3.5
751,2,4.5,3.5
752,0,4.5,3.5
752,2,5.5,3.5
753,0,4.5,3.5
753,2,5.5,3.5
754,0,4.5,3.5
754,2,5.5,3.5
755,0,4.5,3.5
755,2,5.5,3.5
756,0,4.5,3.5
756,2,5.5,3.5
757,0,4.5,3.5
757,2,5.5,3.5
758,0,4.5,3.5
758,2,5.5,3.5
759,0,4.5,3.5
759,2,5.5,3.5
760,0,5.5,3.5
760,2,5.5,3.5
761,0,5.5,3.5
761,2,5.5,3.5
762,0,5.5,3.5
762,2,5.5,3.5
763,0,5.5,3.5
763,2,5.5,3.5
764,0,5.5,3.5
764,2,5.5,3.5
765,0,5.5,3.5
765,2,5.5,3.5
766,0,5.5,3.5
766,2,5.5,3.5
767,0,5.5,3.5
767,2,5.5,3.5
768,0,5.5,3.5
768,2,5.5,3.5
769,0,5.5,3.5
769,2,5.5,3.5
770,0,5.5,3.5
770,2,5.5,3.5
771,0,5.5,3.5
771,2,5.5,3.5
772,0,5.5,3.5
772,2,6.5,3.5
773,0,5.5,3.5
773,2,6.5,3.5
774,0,5.5,3.5
774,2,6.5,3.5
775,0,5.5,3.5
775,2,6.5,3.5
776,0,5.5,3.5
776,2,6.5,3.5
777,0,5.5,3.5
777,2,6.5,3.5
778,0,5.5,3.5
778,2,6.5,3.5
779,0,5.5,3.5
779,2,6.5,3.5
780,0,6.5,3.5
780,2,6.5,3.5
781,0,6.5,3.5
781,2,6.5,3.5
782,0,6.5,3.5
782,2,6.5,3.5
783,0,6.5,3.5
783,2,6.5,3.5
784,0,6.5,3.5
784,2,6.5,3.5
785,0,6.5,3.5
785,2,6.5,3.5
786,0,6.5,3.5
786,2,6.5,3.5
787,0,6.5,3.5
787,2,6.5,3.5
788,0,6.5,3.5
788,2,6.5,3.5
789,0,6.5,3.5
789,2,6.5,3.5
790,0,6.5,3.5
790,2,6.5,3.5
791,0,6.5,3.5
791,2,6.5,3.5
792,0,6.5,3.5
792,2,7.5,3.5
793,0,6.5,3.5
793,2,7.5,3.5
794,0,6.5,3.5
794,2,7.5,3.5
795,0,6.5,3.5
795,2,7.5,3.5
796,0,6.5,3.5
796,2,7.5,3.5
797,0,6.5,3.5
797,2,7.5,3.5
798,0,6.5,3.5
798,2,7.5,3.5
799,0,6.5,3.5
799,2,7.5,3.5
800,0,7.5,3.5
800,2,7.5,3.5
801,0,7.5,3.5
801,2,7.5,3.5
802,0,7.5,3.5
802,2,7.5,3.5
803,0,7.5,3.5
803,2,7.5,3.5
804,0,7.5,3.5
804,2,7.5,3.5
805,0,7.5,3.5
805,2,7.5,3.5
806,0,7.5,3.5
806,2,7.5,3.5
807,0,7.5,3.5
807,2,7.5,3.5
808,0,7.5,3.5
808,2,7.5,3.5
809,0,7.5,3.5
809,2,7.5,3.5
810,0,7.5,3.5
810,2,7.5,3.5
811,0,7.5,3.5
811,2,7.5,3.5
812,0,7.5,3.5
812,2,8.5,3.5
813,0,7.5,3.5
813,2,8.5,3.5
814,0,7.5,3.5
814,2,8.5,3.5
815,0,7.5,3.5
815,2,8.5,3.5
816,0,7.5,3.5
816,2,8.5,3.5
817,0,7.5,3.5
817,2,8.5,3.5
818,0,7.5,3.5
818,2,8.5,3.5
819,0,7.5,3.5
819,2,8.5,3.5
820,0,8.5,3.5
820,2,8.5,3.5
821,0,8.5,3.5
821,2,8.5,3.5
822,0,8.5,3.5
822,2,8.5,3.5
823,0,8.5,3.5
823,2,8.5,3.5
824,0,8.5,3.5
824,2,8.5,3.5
825,0,8.5,3.5
825,2,8.5,3.5
826,0,8.5,3.5
826,2,8.5,3.5
827,0,8.5,3.5
827,2,8.5,3.5
828,0,8.5,3.5
828,2,8.5,3.5
829,0,8.5,3.5
829,2,8.5,3.5
830,0,8.5,3.5
830,2,8.5,3.5
831,0,8.5,3.5
831,2,8.5,3.5
832,0,8.5,3.5
832,2,9.5,3.5
833,0,8.5,3.5
833,2,9.5,3.5
834,0,8.5,3.5
834,2,9.5,3.5
835,0,8.5,3.5
835,2,9.5,3.5
836,0,8.5,3.5
836,2,9.5,3.5
837,0,8.5,3.5
837,2,9.5,3.5
838,0,8.5,3.5
838,2,9.5,3.5
839,0,8.5,3.5
839,2,9.5,3.5
840,0,9.5,3.5
840,2,9.5,3.5
841,0,9.5,3.5
841,2,9.5,3.5
842,0,9.5,3.5
842,2,9.5,3.5
843,0,9.5,3.5
843,2,9.5,3.5
844,0,9.5,3.5
844,2,9.5,3.5
845,0,9.5,3.5
845,2,9.5,3.5
846,0,9.5,3.5
846,2,9.5,3.5
847,0,9.5,3.5
847,2,9.5,3.5
848,0,9.5,3.5
848,2,9.5,3.5
849,0,9.5,3.5
849,2,9.5,3.5
850,0,9.5,3.5
850,2,9.5,3.5
851,0,9.5,3.5
851,2,9.5,3.5
852,0,9.5,3.5
852,2,10.5,3.5
853,0,9.5,3.5
853,2,10.5,3.5
854,0,9.5,3.5
854,2,10.5,3.5
855,0,9.5,3.5
855,2,10.5,3.5
856,0,9.5,3.5
856,2,10.5,3.5
857,0,9.5,3.5
857,2,10.5,3.5
858,0,9.5,3.5
858,2,10.5,3.5
859,0,9.5,3.5
859,2,10.5,3.5
860,0,10.5,3.5
860,2,10.5,3.5
861,0,10.5,3.5
861,2,10.5,3.5
862,0,10.5,3.5
862,2,10.5,3.5
863,0,10.5,3.5
863,2,10.5,3.5
864,0,10.5,3.5
864,2,10.5,3.5
865,0,10.5,3.5
865,2,10.5,3.5
866,0,10.5,3.5
866,2,10.5,3.5
867,0,10.5,3.5
867,2,10.5,3.5
868,0,10.5,3.5
868,2,10.5,3.5
869,0,10.5,3.5
869,2,10.5,3.5
870,0,10.5,3.5
870,2,10.5,3.5
871,0,10.5,3.5
871,2,10.5,3.5
872,0,10.5,3.5
872,2,9.5,3.5
873,0,10.5,3.5
873,2,9.5,3.5
874,0,10.5,3.5
874,2,9.5,3.5
875,0,10.5,3.5
875,2,9.5,3.5
876,0,10.5,3.5
876,2,9.5,3.5
877,0,10.5,3.5
877,2,9.5,3.5
878,0,10.5,3.5
878,2,9.5,3.5
879,0,10.5,3.5
879,2,9.5,3.5
880,0,0.5,4.5
880,2,0.5,4.5
881,0,0.5,4.5
881,2,0.5,4.5
882,0,0.5,4.5
882,2,0.5,4.5
883,0,0.5,4.5
883,2,0.5,4.5
884,0,0.5,4.5
884,2,0.5,4.5
885,0,0.5,4.5
885,2,0.5,4.5
886,0,0.5,4.5
886,2,0.5,4.5
887,0,0.5,4.5
887,2,1.5,4.5
888,0,0.5,4.5
888,2,1.5,4.5
889,0,0.5,4.5
889,2,1.5,4.5
890,0,0.5,4.5
890,2,1.5,4.5
891,0,0.5,4.5
891,2,1.5,4.5
892,0,0.5,4.5
892,2,1.5,4.5
893,0,0.5,4.5
893,2,1.5,4.5
894,0,0.5,4.5
894,2,1.5,4.5
895,0,0.5,4.5
895,2,1.5,4.5
896,0,0.5,4.5
896,2,1.5,4.5
897,0,0.5,4.5
897,2,1.5,4.5
898,0,0.5,4.5
898,2,1.5,4.5
899,0,0.5,4.5
899,2,1.5,4.5
900,0,1.5,4.5
900,2,1.5,4.5
901,0,1.5,4.5
901,2,1.5,4.5
902,0,1.5,4.5
902,2,1.5,4.5
903,0,1.5,4.5
903,2,1.5,4.5
904,0,1.5,4.5
904,2,1.5,4.5
905,0,1.5,4.5
905,2,1.5,4.5
906,0,1.5,4.5
906,2,1.5,4.5
907,0,1.5,4.5
907,2,2.5,4.5
908,0,1.5,4.5
908,2,2.5,4.5
909,0,1.5,4.5
909,2,2.5,4.5
910,0,1.5,4.5
910,2,2.5,4.5
911,0,1.5,4.5
911,2,2.5,4.5
912,0,1.5,4.5
912,2,2.5,4.5
913,0,1.5,4.5
913,2,2.5,4.5
914,0,1.5,4.5
914,2,2.5,4.5
915,0,1.5,4.5
915,2,2.5,4.5
916,0,1.5,4.5
916,2,2.5,4.5
917,0,1.5,4.5
917,2,2.5,4.5
918,0,1.5,4.5
918,2,2.5,4.5
919,0,1.5,4.5
919,2,2.5,4.5
920,0,2.5,4.5
920,2,2.5,4.5
921,0,2.5,4.5
921,2,2.5,4.5
922,0,2.5,4.5
922,2,2.5,4.5
923,0,2.5,4.5
923,2,2.5,4.5
924,0,2.5,4.5
924,2,2.5,4.5
925,0,2.5,4.5
925,2,2.5,4.5
926,0,2.5,4.5
926,2,2.5,4.5
927,0,2.5,4.5
927,2,3.5,4.5
928,0,2.5,4.5
928,2,3.5,4.5
929,0,2.5,4.5
929,2,3.5,4.5
930,0,2.5,4.5
930,2,3.5,4.5
931,0,2.5,4.5
931,2,3.5,4.5
932,0,2.5,4.5
932,2,3.5,4.5
933,0,2.5,4.5
933,2,3.5,4.5
934,0,2.5,4.5
934,2,3.5,4.5
935,0,2.5,4.5
935,2,3.5,4.5
936,0,2.5,4.5
936,2,3.5,4.5
937,0,2.5,4.5
937,2,3.5,4.5
938,0,2.5,4.5
938,2,3.5,4.5
939,0,2.5,4.5
939,2,3.5,4.5
940,0,3.5,4.5
940,2,3.5,4.5
941,0,3.5,4.5
941,2,3.5,4.5
942,0,3.5,4.5
942,2,3.5,4.5
943,0,3.5,4.5
943,2,3.5,4.5
944,0,3.5,4.5
944,2,3.5,4.5
945,0,3.5,4.5
945,2,3.5,4.5
946,0,3.5,4.5
946,2,3.5,4.5
947,0,3.5,4.5
947,2,4.5,4.5
948,0,3.5,4.5
948,2,4.5,4.5
949,0,3.5,4.5
949,2,4.5,4.5
950,0,3.5,4.5
950,2,4.5,4.5
951,0,3.5,4.5
951,2,4.5,4.5
952,0,3.5,4.5
952,2,4.5,4.5
953,0,3.5,4.5
953,2,4.5,4.5
954,0,3.5,4.5
954,2,4.5,4.5
955,0,3.5,4.5
955,2,4.5,4.5
956,0,3.5,4.5
956,2,4.5,4.5
957,0,3.5,4.5
957,2,4.5,4.5
958,0,3.5,4.5
958,2,4.5,4.5
959,0,3.5,4.5
959,2,4.5,4.5
960,0,4.5,4.5
960,2,4.5,4.5
961,0,4.5,4.5
961,2,4.5,4.5
962,0,4.5,4.5
962,2,4.5,4.5
963,0,4.5,4.5
963,2,4.5,4.5
964,0,4.5,4.5
964,2,4.5,4.5
965,0,4.5,4.5
965,2,4.5,4.5
966,0,4.5,4.5
966,2,4.5,4.5
967,0,4.5,4.5
967,2,5.5,4.5
968,0,4.5,4.5
968,2,5.5,4.5
969,0,4.5,4.5
969,2,5.5,4.5
970,0,4.5,4.5
970,2,5.5,4.5
971,0,4.5,4.5
971,2,5.5,4.5
972,0,4.5,4.5
972,2,5.5,4.5
973,0,4.5,4.5
973,2,5.5,4.5
974,0,4.5,4.5
974,2,5.5,4.5
975,0,4.5,4.5
975,2,5.5,4.5
976,0,4.5,4.5
976,2,5.5,4.5
977,0,4.5,4.5
977,2,5.5,4.5
978,0,4.5,4.5
978,2,5.5,4.5
979,0,4.5,4.5
979,2,5.5,4.5
980,0,5.5,4.5
980,2,5.5,4.5
981,0,5.5,4.5
981,2,5.5,4.5
982,0,5.5,4.5
982,2,5.5,4.5
983,0,5.5,4.5
983,2,5.5,4.5
984,0,5.5,4.5
984,2,5.5,4.5
985,0,5.5,4.5
985,2,5.5,4.5
986,0,5.5,4.5
986,2,5.5,4.5
987,0,5.5,4.5
987,2,6.5,4.5
988,0,5.5,4.5
988,2,6.5,4.5
989,0,5.5,4.5
989,2,6.5,4.5
990,0,5.5,4.5
990,2,6.5,4.5
991,0,5.5,4.5
991,2,6.5,4.5
992,0,5.5,4.5
992,2,6.5,4.5
993,0,5.5,4.5
993,2,6.5,4.5
994,0,5.5,4.5
994,2,6.5,4.5
995,0,5.5,4.5
995,2,6.5,4.5
996,0,5.5,4.5
996,2,6.5,4.5
997,0,5.5,4.5
997,2,6.5,4.5
998,0,5.5,4.5
998,2,6.5,4.5
999,0,5.5,4.5
999,2,6.5,4.5
1000,0,6.5,4.5
1000,2,6.5,4.5
1001,0,6.5,4.5
1001,2,6.5,4.5
1002,0,6.5,4.5
1002,2,6.5,4.5
1003,0,6.5,4.5
1003,2,6.5,4.5
1004,0,6.5,4.5
1004,2,6.5,4.5
1005,0,6.5,4.5
1005,2,6.5,4.5
1006,0,6.5,4.5
1006,2,6.5,4.5
1007,0,6.5,4.5
1007,2,7.5,4.5
1008,0,6.5,4.5
1008,2,7.5,4.5
1009,0,6.5,4.5
1009,2,7.5,4.5
1010,0,6.5,4.5
1010,2,7.5,4.5
1011,0,6.5,4.5
1011,2,7.5,4.5
1012,0,6.5,4.5
1012,2,7.5,4.5
1013,0,6.5,4.5
1013,2,7.5,4.5
1014,0,6.5,4.5
1014,2,7.5,4.5
1015,0,6.5,4.5
1015,2,7.5,4.5
1016,0,6.5,4.5
1016,2,7.5,4.5
1017,0,6.5,4.5
1017,2,7.5,4.5
1018,0,6.5,4.5
1018,2,7.5,4.5
1019,0,6.5,4.5
1019,2,7.5,4.5
1020,0,7.5,4.5
1020,2,7.5,4.5
1021,0,7.5,4.5
1021,2,7.5,4.5
1022,0,7.5,4.5
1022,2,7.5,4.5
1023,0,7.5,4.5
1023,2,7.5,4.5
1024,0,7.5,4.5
1024,2,7.5,4.5
1025,0,7.5,4.5
1025,2,7.5,4.5
1026,0,7.5,4.5
1026,2,7.5,4.5
1027,0,7.5,4.5
1027,2,8.5,4.5
1028,0,7.5,4.5
1028,2,8.5,4.5
1029,0,7.5,4.5
1029,2,8.5,4.5
1030,0,7.5,4.5
1030,2,8.5,4.5
1031,0,7.5,4.5
1031,2,8.5,4.5
1032,0,7.5,4.5
1032,2,8.5,4.5
1033,0,7.5,4.5
1033,2,8.5,4.5
1034,0,7.5,4.5
1034,2,8.5,4.5
1035,0,7.5,4.5
1035,2,8.5,4.5
1036,0,7.5,4.5
1036,2,8.5,4.5
1037,0,7.5,4.5
1037,2,8.5,4.5
1038,0,7.5,4.5
1038,2,8.5,4.5
1039,0,7.5,4.5
1039,2,8.5,4.5
1040,0,8.5,4.5
1040,2,8.5,4.5
1041,0,8.5,4.5
1041,2,8.5,4.5
1042,0,8.5,4.5
1042,2,8.5,4.5
1043,0,8.5,4.5
1043,2,8.5,4.5
1044,0,8.5,4.5
1044,2,8.5,4.5
1045,0,8.5,4.5
1045,2,8.5,4.5
1046,0,8.5,4.5
1046,2,8.5,4.5
1047,0,8.5,4.5
1047,2,9.5,4.5
1048,0,8.5,4.5
1048,2,9.5,4.5
1049,0,8.5,4.5
1049,2,9.5,4.5
1050,0,8.5,4.5
1050,2,9.5,4.5
1051,0,8.5,4.5
1051,2,9.5,4.5
1052,0,8.5,4.5
1052,2,9.5,4.5
1053,0,8.5,4.5
1053,2,9.5,4.5
1054,0,8.5,4.5
1054,2,9.5,4.5
1055,0,8.5,4.5
1055,2,9.5,4.5
1056,0,8.5,4.5
1056,2,9.5,4.5
1057,0,8.5,4.5
1057,2,9.5,4.5
1058,0,8.5,4.5
1058,2,9.5,4.5
1059,0,8.5,4.5
1059,2,9.5,4.5
1060,0,9.5,4.5
1060,2,9.5,4.5
1061,0,9.5,4.5
1061,2,9.5,4.5
1062,0,9.5,4.5
1062,2,9.5,4.5
1063,0,9.5,4.5
1063,2,9.5,4.5
1064,0,9.5,4.5
1064,2,9.5,4.5
1065,0,9.5,4.5
1065,2,9.5,4.5
1066,0,9.5,4.5
1066,2,9.5,4.5
1067,0,9.5,4.5
1067,2,10.5,4.5
1068,0,9.5,4.5
1068,2,10.5,4.5
1069,0,9.5,4.5
1069,2,10.5,4.5
1070,0,9.5,4.5
1070,2,10.5,4.5
1071,0,9.5,4.5
1071,2,10.5,4.5
1072,0,9.5,4.5
1072,2,10.5,4.5
1073,0,9.5,4.5
1073,2,10.5,4.5
1074,0,9.5,4.5
1074,2,10.5,4.5
1075,0,9.5,4.5
1075,2,10.5,4.5
1076,0,9.5,4.5
1076,2,10.5,4.5
1077,0,9.5,4.5
1077,2,10.5,4.5
1078,0,9.5,4.5
1078,2,10.5,4.5
1079,0,9.5,4.5
1079,2,10.5,4.5
1080,0,10.5,4.5
1080,2,10.5,4.5
1081,0,10.5,4.5
1081,2,10.5,4.5
1082,0,10.5,4.5
1082,2,10.5,4.5
1083,0,10.5,4.5
1083,2,10.5,4.5
1084,0,10.5,4.5
1084,2,10.5,4.5
1085,0,10.5,4.5
1085,2,10.5,4.5
1086,0,10.5,4.5
1086,2,10.5,4.5
1087,0,10.5,4.5
1087,2,9.5,4.5
1088,0,10.5,4.5
1088,2,9.5,4.5
1089,0,10.5,4.5
1089,2,9.5,4.5
1090,0,10.5,4.5
1090,2,9.5,4.5
1091,0,10.5,4.5
1091,2,9.5,4.5
1092,0,10.5,4.5
1092,2,9.5,4.5
1093,0,10.5,4.5
1093,2,9.5,4.5
1094,0,10.5,4.5
1094,2,9.5,4.5
1095,0,10.5,4.5
1095,2,9.5,4.5
1096,0,10.5,4.5
1096,2,9.5,4.5
1097,0,10.5,4.5
1097,2,9.5,4.5
1098,0,10.5,4.5
1098,2,9.5,4.5
1099,0,10.5,4.5
1099,2,9.5,4.5
1100,0,0.5,5.5
1100,2,0.5,5.5
1101,0,0.5,5.5
1101,2,0.5,5.5
1102,0,0.5,5.5
1102,2,1.5,5.5
1103,0,0.5,5.5
1103,2,1.5,5.5
1104,0,0.5,5.5
1104,2,1.5,5.5
1105,0,0.5,5.5
1105,2,1.5,5.5
1106,0,0.5,5.5
1106,2,1.5,5.5
1107,0,0.5,5.5
1107,2,1.5,5.5
1108,0,0.5,5.5
1108,2,1.5,5.5
1109,0,0.5,5.5
1109,2,1.5,5.5
1110,0,0.5,5.5
1110,2,1.5,5.5
1111,0,0.5,5.5
1111,2,1.5,5.5
1112,0,0.5,5.5
1112,2,1.5,5.5
1113,0,0.5,5.5
1113,2,1.5,5.5
1114,0,0.5,5.5
1114,2,1.5,5.5
1115,0,0.5,5.5
1115,2,1.5,5.5
1116,0,0.5,5.5
1116,2,1.5,5.5
1117,0,0.5,5.5
1117,2,1.5,5.5
1118,0,0.5,5.5
1118,2,1.5,5.5
1119,0,0.5,5.5
1119,2,1.5,5.5
1120,0,1.5,5.5
1120,2,1.5,5.5
1121,0,1.5,5.5
1121,2,1.5,5.5
1122,0,1.5,5.5
1122,2,2.5,5.5
1123,0,1.5,5.5
1123,2,2.5,5.5
1124,0,1.5,5.5
1124,2,2.5,5.5
1125,0,1.5,5.5
1125,2,2.5,5.5
1126,0,1.5,5.5
1126,2,2.5,5.5
1127,0,1.5,5.5
1127,2,2.5,5.5
1128,0,1.5,5.5
1128,2,2.5,5.5
1129,0,1.5,5.5
1129,2,2.5,5.5
1130,0,1.5,5.5
1130,2,2.5,5.5
1131,0,1.5,5.5
1131,2,2.5,5.5
1132,0,1.5,5.5
1132,2,2.5,5.5
1133,0,1.5,5.5
1133,2,2.5,5.5
1134,0,1.5,5.5
1134,2,2.5,5.5
1135,0,1.5,5.5
1135,2,2.5,5.5
1136,0,1.5,5.5
1136,2,2.5,5.5
1137,0,1.5,5.5
1137,2,2.5,5.5
1138,0,1.5,5.5
1138,2,2.5,5.5
1139,0,1.5,5.5
1139,2,2.5,5.5
1140,0,2.5,5.5
1140,2,2.5,5.5
1141,0,2.5,5.5
1141,2,2.5,5.5
1142,0,2.5,5.5
1142,2,3.5,5.5
1143,0,2.5,5.5
1143,2,3.5,5.5
1144,0,2.5,5.5
1144,2,3.5,5.5
1145,0,2.5,5.5
1145,2,3.5,5.5
1146,0,2.5,5.5
1146,2,3.5,5.5
1147,0,2.5,5.5
1147,2,3.5,5.5
1148,0,2.5,5.5
1148,2,3.5,5.5
1149,0,2.5,5.5
1149,2,3.5,5.5
1150,0,2.5,5.5
1150,2,3.5,5.5
1151,0,2.5,5.5
1151,2,3.5,5.5
